;name;gender
20808;Font, Oriol;
20809;Palau, Pepa;f
20810;Masulli, Gustavo;m
20811;Millares, Óscar;m
20812;Puchee, María José;f
20813;de Rueda, Manuel;
20814;de los Heros, Luz;
20815;Duyos, Luis Manuel;
20816;Melcón, Miguel;
20817;Sabicas;m
20818;Armengol, Joan;m
20819;Moreno Palli, Luis;
20820;Tarín, Manuel;
20821;Ascanio, Gisvel;f
20822;Barrera, Olegario;m
20823;Betancourt, Luis Felipe;
20824;Briceño, Carlos;m
20825;Casín, Orlando;m
20826;Lugo, Alejandro;m
20827;Moynelo, Omar;m
20828;Noguera, Jenny;f
20829;Noguera, Linsabel;f
20830;Pereira, Freddy;m
20831;Pérez, José Ramón;
20832;Aguirre, Olga;f
20833;Ruiz Rojo, Alberto;
20834;Abbruzzese, Alexandra;f
20835;Alcides, Enrique;m
20836;Baleato, Bruno;m
20837;Cortiñas, Inma;f
20838;Couñago, Silvana;f
20839;Díaz, Suso;m
20840;Faria, Mirabilia;f
20841;Fernández, Carlos Alberto;m
20842;Fernández, Leonardo;m
20843;Giménez, Ángel;m
20844;Guerreiro, Leopoldino;m
20845;López, Berta;f
20846;Mahyar, Ali-Reza;m
20847;Montoya, Elena;
20848;Mosquera, Ana;f
20849;Mosquera, José Ángel;m
20850;Perminio, Kassia;f
20851;Picazo, José;m
20852;Rodríguez, Diego;m
20853;Rodríguez, Pastor;m
20854;Rodríguez, Rosa Elva;f
20855;Río, Rafael del;m
20856;Sampedro, Sonia;f
20857;Serrano, Juan de Dios;
20858;Sheikh-Eldin, Omeima;f
20859;Sigüenza, Yolanda;f
20860;Soto, María Goretti;f
20861;Toledano, Ruth;
20862;Tuñas, Carlos;m
20863;Ures, Adrián;m
20864;Vázquez, Andrés;m
20865;la Colina, Juan de;m
20866;Acosta, Sergio;m
20867;Albert, Edward;m
20868;Bakke, Brenda;f
20869;Bloom, Max;
20870;Cherem, Abraham;
20871;De Rubin, Hector;m
20872;Domínguez, Jaime;m
20873;Everest, Ernest;m
20874;Garcia Jr., Eleazar;m
20875;Graham, Billy;m
20876;Hues, Matthias;m
20877;Kauderer, Emilio;
20878;Nickerson, Jimmy;m
20879;Noriega, José Antonio;m
20880;Peterson, Gus;m
20881;Pérez Romo, Rosa;
20882;Rethwisch, Gus;m
20883;Reynoso, Jorge;m
20884;Roberts, Tony;m
20885;Rothlein, William;m
20886;Schivety, Helmut;m
20887;Silliman, Drake;
20888;Tacher, Leon;m
20889;Valdez, Rafael;m
20890;Zuniga, Frank;
20891;Hernesto, Francisco;m
20892;Sacromonte, Teresa;f
20893;de Málaga, Aurelio;m
20894;Agujeta;m
20895;Amaya, Joaquina;f
20896;Amaya, Marta;f
20897;Amaya, Remedios;f
20898;Amelia;
20899;Arenas, Eduardo;
20900;Barba, Rafael;m
20901;Barbadilla, Cinta;f
20902;Barros, Eva Isabel;f
20903;Beltrán, Cristina;
20904;Belén Peña, María;f
20905;Berro, María;
20906;Betanzos, Victoria C.;f
20907;Bisquet, Jesús;
20908;Blanco, Mercedes;f
20909;Carrasco, Manuela;f
20910;Casas, Susana;f
20911;Castañeda Penal, Antonia;f
20912;Castro, Rocío;f
20913;Chocolate;m
20914;Coral, Matilde;f
20915;Corrales, Rocío;
20916;Cruzado, Alejandro;m
20917;Cánovas Medina, Antonia;f
20918;Cárdenas C., Flores;m
20919;Del Revuelo, Juana La;f
20920;Diego, Narciso;
20921;Duquende;m
20922;Díaz, María Luisa;f
20923;Farruco;m
20924;Farruquito;m
20925;Fernández Rodríguez, Manuel;m
20926;Fernández Sánchez, Juan;m
20927;Fernández, Juan Manuel;m
20928;Ferrer, Juana;f
20929;Flores Fernández, Manuel;m
20930;Gabriel, María Teresa;f
20931;Gago, Aranzazu;f
20932;Galván, Israel;m
20933;García, Alicia;f
20934;García, Maddalena;f
20935;Grilo, El;m
20936;Guerra, María Ángeles;f
20937;Gómez, Rachel;f
20938;Hermosin, Josefa;f
20939;Herrera, María Victoria;f
20940;Huergo, Covadonga;
20941;Huerta, Ana Maria;f
20942;Jiménez, Pastora;f
20943;Jurado, Rocío;f
20944;Lebrón, Juan;m
20945;Linares, Carmen;f
20946;Lobato, Chano;m
20947;Loreto Jiménez, Dolores;f
20948;Luca, Paco;m
20949;López, Oracia E.;f
20950;Macanita, La;f
20951;Manili, Loredana;
20952;Manzanita;m
20953;Maya, Belén;f
20954;Medina, Ángel;
20955;Millán, Francisco;m
20956;Moneo, Manuel;m
20957;Monja Montoya, Eduardo;m
20958;Mono, El;m
20959;Montoya Blanco, Teresa;f
20960;Montoya Jiménez, Francisca;f
20961;Montoya Jiménez, Juana;f
20962;Montoya Jiménez, Manuel;m
20963;Montoya, Pilar;f
20964;Montoya, Rosario;f
20965;Muñoz, Adela;f
20966;Muñoz, Antonia;f
20967;Núñez Jiménez, Gabriela;f
20968;Núñez, Manuela;f
20969;Olmedo, Mercedes;
20970;Palacio, María Estefanía;f
20971;Pantoja Beludo, Carmen;f
20972;Paquera de Jerez, La;f
20973;Peña Vargas, Manuel;m
20974;Potito;m
20975;Pozo G., Manuel;m
20976;Pozo, Manuel;m
20977;Pulido Moreno, Carmen;f
20978;Quintero, Rafael;m
20979;Rancapino;m
20980;Rasero, Ana María;f
20981;Reyes Daniel, María;f
20982;Reyes Romero, María;f
20983;Reyes, Manuela;f
20984;Rodríguez Aparício, Josefa;f
20985;Rodríguez Giraldón, Carmen;f
20986;Rodríguez, Inmaculada;
20987;Rosado, Carlos;
20988;Rubio, Graciela;
20989;Ruiz, José María;m
20990;Sacripanti, Mauro;m
20991;Sanlúcar, Manolo;m
20992;Sebastiana;f
20993;Siguenza, Juan;
20994;Silva Vásquez, Luisa;f
20995;Soto Monje, Enrique M.;m
20996;Storaro, Vittorio;m
20997;Sánchez Blanco, Manuela;f
20998;Tomatito;m
20999;Toronjo, Paco;m
21000;Toscano, Antonio;m
21001;Toscano, Marisol;f
21002;Tugués, Daniela;f
21003;Vargas, Aurora;f
21004;Vargas, Marco Antonio;m
21005;Vélez, Juan Antonio;
21006;de Utrera, Fernanda;f
21007;de la Lastra, Pablo;
21008;de la Margara, Dieguito;m
21009;del Puerto García, María;f
21010;del Rocio, Nuria;f
21011;Álvarez, Carlos;
21012;Afman, Frans J.;m
21013;Beresford, Susan;f
21014;Bons, Ida;f
21015;Bont, Jan de;m
21016;Brenner, Bettina;f
21017;Burlinson, Tom;m
21018;Chinchilla, Javier;m
21019;Courbois, Kitty;f
21020;Diaz, Anastasio;
21021;Easton, Robert;m
21022;Elliott, Tom;m
21023;Griffiths, Rachel;f
21024;Hargreaves, John L.;
21025;Hauer, Rutger;m
21026;Hayes, Siobhan;f
21027;Hulsebos, Fabienne;
21028;James, Brion;m
21029;Johnston, John Dennis;m
21030;Kirby, Bruno;m
21031;Lacey, Ronald;m
21032;Leigh, Jennifer Jason;f
21033;Lockhart, Anne;f
21034;Navado, Timoteo;m
21035;Poledouris, Basil;m
21036;Prieto, Susana;
21037;Roco, Carlos Alonzo;
21038;Schenkkan, Ine;
21039;Shaffer, Anthony;m
21040;Soeteman, Gerard;m
21041;Thompson, Jack;m
21042;Tyrrell, Susan;f
21043;Veerman, Hans;m
21044;Verhoeven, Paul;m
21045;Versluys, Gijs;
21046;Wood, Jake;m
21047;van Rijn, Joyce;
21048;Arranz, David;m
21049;Butragueno, Juan;
21050;Calonge, Ángel;m
21051;Cerdá, Doris;f
21052;Coblan, Yago;
21053;Diment, Richard;m
21054;Euclides, Allen;m
21055;Fernández, Chiqui;f
21056;Fresno, Eusebio de;m
21057;Gamo, Isabel;f
21058;González Macho, Enrique;m
21059;González, Almudena;f
21060;González, César;
21061;Gordo, José Antonio;m
21062;Gordo, Pascual;m
21063;Hernández, Epifanio;m
21064;Herrera, Ángela;f
21065;Laorden, Carlos;m
21066;Mejía, Lissete;f
21067;Mercedes, Ada;f
21068;Moreno, Benito;
21069;Moreno, Purificación;
21070;Márquez, Marcos;m
21071;Ochandiano, Rubén;m
21072;Ovalles, Richard;m
21073;Redondo, Felisa;f
21074;Redondo, Paco;m
21075;Rodríguez, Tatiana;
21076;Ros, José;m
21077;Sandoval, Maite;f
21078;Santos, Isabel de los;f
21079;Sanz, Evarista;f
21080;Sierra, Celedonio;m
21081;Sierra, Emiliana;f
21082;Sánchez, Azucena;f
21083;Sánchez, Teodora;f
21084;Torres, Marilyn;f
21085;Torres, Quique;m
21086;Valenzuela, Fran;m
21087;de Pedro, Juan;m
21088;Angulo, Lourdes;
21089;Arsuaga, Belén;
21090;Batista, Pepe;m
21091;G. Elipe, Ricardo;
21092;Gadí, Isabel;f
21093;Gigosos, Chus;
21094;Guerra, Juan Carlos;m
21095;Hernández, Jorge;
21096;Jiménez, Ulises;
21097;Martín, José N.;
21098;Miró, Ciro;m
21099;Nemirovsky, Samuel;m
21100;Ortega, Mercedes;f
21101;Quiñones, Pilar;
21102;Ramos, Alejandro;
21103;Ramos, Carlos;
21104;Suárez, Tony;
21105;Yanowski, Anatole;m
21106;Bodeau, Alexandro;m
21107;Campbel, Marta C.;f
21108;Mauricio, Manuel G.;
21109;Shane, Jonathan;
21110;Álbarez, Sebastián;
21111;Anaya, Marina;
21112;Camarero, Cesar;
21113;Fontecha, Ramón de;
21114;Luque, Rafael;m
21115;Pardo, Jorge;m
21116;Pro, Pablo;
21117;Ros, Maite;f
21118;Arden, John;
21119;Belli, Agostina;f
21120;Campanino, Franco;
21121;Canter, Sally;
21122;Colajanni, Mario;m
21123;Diaz, Ana Raquel;f
21124;Donovan, John;m
21125;Gariazzo, Mario;
21126;Janni, Albert;m
21127;Miller, Scott;m
21128;Red, Anthony;
21129;Reyli, Geoffrey;m
21130;Robinstein, Fred;m
21131;Robutti, Enzo;m
21132;Salvator, Rick;
21133;Esoala, Eudaldo;m
21134;Ferrándiz, Paquita;f
21135;Minietto, Aldara;f
21136;Adalid, Jaime;m
21137;Fava, Franco;m
21138;Guerra, Horacio;m
21139;Santisteban, Manel;m
21140;Acheson, Caitlin;f
21141;Arriola, Xavier;m
21142;Domenech, Jaume;
21143;Villeneuve, Karen;f
21144;Angelino, Joel;m
21145;Balzaretti, Georgina;
21146;Cobo, Nacho;
21147;Cortina, Andrés;m
21148;Cruz, Vladimir;m
21149;Donatién, Osvaldo;
21150;Martínez, Rolando;
21151;Oña, Zolanda;f
21152;Puerto, Diana Iris del;f
21153;Solaya, Marilyn;f
21154;Tabío, Juan Carlos;m
21155;del Toro, María Elena;f
21156;Ávila, Ricardo;m
21157;Adams, Vincent;m
21158;Arena, Fortunato;m
21159;Bassan, Giuseppe;
21160;Brown, Ritza;f
21161;Buchholz, Horst;m
21162;Candelli, Stelio;m
21163;Capucine;f
21164;Civera, Pierangelo;m
21165;Claisse, Georges;m
21166;Clerici, Gianfranco;m
21167;Crovato, Carla;
21168;Dieudonné, Catherine;f
21169;Duperey, Anny;f
21170;Fiels, Herbert;m
21171;Fisher, Stephanie;
21172;Fritz, Anthony;
21173;Gentile, Vincent;m
21174;Girardi, Augusto;m
21175;Hamilton, George;m
21176;Howard, Angel J.;m
21177;Johnson, Mary;
21178;La Jarrige, Bernard;m
21179;Lawrence, André;m
21180;Lenzi, Umberto;m
21181;Lewis, Frank B.;m
21182;Lovelock, Ray;m
21183;Muller, David;m
21184;Natale, Mario;
21185;OBrien, Liza;f
21186;Peppard, George;m
21187;Roitfeld, Pierre;
21188;Sagoni, Luciano;
21189;Testori, Sergio;m
21190;Voletti, Michel;m
21191;Wanamaker, Sam;m
21192;Woodward, Henry;m
21193;Astudillo, Narti;
21194;Baldi, Roberto;m
21195;Bordoni, Hector;m
21196;Brítez, Augusto;m
21197;Camilaro, Franco;m
21198;Cangossu, Celio;m
21199;Carvutto, Néstor;m
21200;Collado, Fausto;m
21201;Corbalán, Francisco;m
21202;Cosse, Villanueva;m
21203;Dorn, Bettina;f
21204;Frontén, Ira;f
21205;Funari, Julia;f
21206;Galzerano, Norberto;m
21207;González, Melina;f
21208;Johnson, Raul;m
21209;JordHui, Gerard;
21210;Lareo, Daniel;m
21211;Lichtle, Prune;f
21212;Lohmeyer, Peter;m
21213;Macera, Fátima;
21214;Minzi, Gabriela;
21215;Motta, Suelly;f
21216;Nessier, Elvio;m
21217;Novoa, Laura;f
21218;Olivera, Rubén;m
21219;Otero, Mariana;f
21220;Pagazaurtundua, Juanma;m
21221;Pauls, Gastón;m
21222;Radano, Alejandra;f
21223;Ródano, Alejandra;f
21224;Sokolowicz, Fernando;
21225;Taratuto, Paula;
21226;Terny, Miguel;m
21227;Verea, Norberto;m
21228;Vázquez-Rial, Horacio;m
21229;Chavarri, Javier;m
21230;Chilet, José;m
21231;Collado, José;m
21232;Gordons, Alejandro;m
21233;Hueva, Rosina;
21234;López, Rafael;m
21235;Priego, David;m
21236;Langa, H.C.;
21237;Anthon, William;m
21238;Dean, Richard;m
21239;Gallardo, Joaquin;
21240;Gonzàlez, Marìa Jesus;
21241;Jover, Fernando;m
21242;Laguna;m
21243;Lopez, José Antonio;
21244;Mail, Frank;m
21245;Romero, Hermenegildo;
21246;Smith, Julius A.;m
21247;Chocarro, Carmen;f
21248;Saura, Pedro;m
21249;Sáez López, Pablo;m
21250;Balcells, Salvador;
21251;Gianni, Maria;f
21252;Iglesia, Álvaro de la;m
21253;Juan, Indio;m
21254;Manzano, Olga;f
21255;Neruda, Pablo;m
21256;Picón, Manuel;m
21257;Steinberg, Ricardo;m
21258;Bravo, Jacinto;m
21259;Cava, Antonio;m
21260;Dicenta Herrera, Daniel;m
21261;Forrest, Margarita;f
21262;Rodríguez Olivares, Luis;m
21263;Sánchez, Demetrio;m
21264;de las Heras, Santiago;m
21265;del Pino, Rafael;
21266;Continente, Dolores;f
21267;Francia, María;f
21268;García Lorca, Andrés;m
21269;Ibarzábal, Carlos;m
21270;Llasat, José;m
21271;Muñiz, Manuel;m
21272;Patiño, Juan;m
21273;Riera, Esther;f
21274;Doble, Vainica;
21275;Fernández, Pilar S.;
21276;Ortiz, Mario;
21277;Ortuño, Francisco;m
21278;Solano, Felipe;m
21279;Ballvé, Pin;m
21280;Bernabeu, Antonio;
21281;Biadiú, Rosa;m
21282;Carrasco, Félix;
21283;Castellanos, Luis;m
21284;Davis, Francis;f
21285;Frade, Tote Rodriguez;
21286;García Conde, Cristina;f
21287;García Conde, Sonia;f
21288;Giménez Díaz, Ángel;
21289;Giménez Molina, Eva;
21290;Jiménez, Trinidad;f
21291;Martino, Antonio;m
21292;Melús, Fernando;
21293;Moreno, Luis B.;
21294;Quevedo, Elvira;f
21295;Quevedo, Luis;m
21296;Quilleor, Alejandro;m
21297;San Martín, María del Carmen;f
21298;Vidal, Guillermo;m
21299;Altable, Luis;
21300;Martínez Reverte, Javier;m
21301;Arcoverde, Athayde;m
21302;Campos, Josy;m
21303;Carneiro, Beatriz;
21304;Carrero, Tônia;f
21305;Díaz, Chico;m
21306;Erthal, Rita;
21307;Kléber, José;m
21308;Latorraca, Ney;m
21309;Levy, Julio;m
21310;Lima, Mónica;f
21311;Ohana, Claudia;f
21312;Pereira, Tonico;m
21313;Resende, Rui;m
21314;Sfat, Dina;f
21315;Tavares, Mair;m
21316;Thiré, Cecil;m
21317;Otero Pedrayo, Ramón;m
21318;Abril García, Lucía;
21319;Barnet, Miguel;m
21320;Bello, José Francisco;m
21321;Blanco, Elena;f
21322;Brando, Conchita;f
21323;Castellanos, Raúl;m
21324;Castillo, Lorenzo;m
21325;Cucalón, Juanjo;m
21326;Díaz Carral, Jesús;m
21327;Ensenat, Ramon;m
21328;Ensenat, Ramón;m
21329;Gomacel, Antonio;m
21330;González, Orlando;m
21331;Guerra, Elsa;f
21332;Gutiérrez, Víctor;
21333;Gómez, Manuel Octavio;
21334;Hernández, Eugenio;m
21335;Hernández, Juan Carlos;m
21336;Herrera, Leticia;f
21337;Hierrezuelo, Gabriel;
21338;Jiménez, Rodolfo;m
21339;Manzanares, Calixto;
21340;Mariño, Vanesa;f
21341;Martín, Agueda;f
21342;Mediavilla, Guillermo;
21343;Milanés, Pablo;m
21344;Mora, Diego R.;m
21345;Márquez, Elsa;f
21346;Méndez, Ernesto;m
21347;Núñez, Rolando;m
21348;Oates, Hilda;f
21349;Pagano, Pilar;f
21350;Pazos, Cándido;m
21351;Prieto, Jorge;m
21352;Pujol, Alberto;m
21353;Pérez, Ileana;
21354;Quintana, Cándita;f
21355;Rego, Óscar;m
21356;Rentería, Mauricio;m
21357;Sosa, Argelio;m
21358;Sosa, Rafael;m
21359;Suárez, Rafael;m
21360;Valdés, Omar;m
21361;Valdés, Pepe;
21362;Vega, Julio;m
21363;Zamora, Grisell;f
21364;Zamorano, Ramon;m
21365;Zamorano, Ramón;m
21366;de la Cruz, Noel;m
21367;Amigo, Rogelio;
21368;Moreno, Fernando;m
21369;Palma, Vicky;f
21370;de Musset, Alfred;
21371;Llaca, Pedro;
21372;Calsapeu, Montse;f
21373;Casanovas, Marta;f
21374;Llobet, Francesc;
21375;Lluch, Vicens;m
21376;Beringola, Javier;m
21377;Cordón, Lola;f
21378;Baldassarre, Raf;m
21379;Bartha, John;m
21380;Brenner, Joseph;
21381;Brochard, Martine;f
21382;Cavaricci, Nestore;m
21383;Fanfoni, Vittorio;m
21384;Mascetti, Rina;f
21385;Millán, Antonio;
21386;Mingozzi, Fulvio;m
21387;Montes, Olga;f
21388;Moriani, Amedeo;
21389;Narducci, Francesco;m
21390;Nicolai, Bruno;
21391;Pehar, Olga;f
21392;Pellegrini, Ines;f
21393;Richardson, John;m
21394;Abril, Marcel;
21395;Amposta, Betty;f
21396;Castellet, Josep Maria;m
21397;Claramunt, Santi;m
21398;Déniz, Carmen;f
21399;Escayola, Elisabeth;f
21400;Fort, Neil;m
21401;Gil Mateo, Elías;m
21402;Guàrdia, Lluís;m
21403;Horta, Joan;m
21404;Llenas, Vicky;f
21405;Marcel, Núria;f
21406;Martín, Cecilia;f
21407;Merino, Ana;f
21408;Monturiol, Jordi;m
21409;Nieto, Xavier;m
21410;Orús, Jesús;m
21411;Padrós, Luis;m
21412;Piza, Antonio;m
21413;Quintana, Gerard;m
21414;Tort, Pep;m
21415;Urdiciaian, Andrés;
21416;Vall, Jordi;m
21417;Buendia, Marciano;m
21418;Calonje, Fernando;m
21419;De Utrera, Felix;m
21420;Gallo, Juan;m
21421;Gonzalez, Julio;m
21422;Gonzalez, Marcelo;m
21423;González, Antonio;m
21424;Lieman, Katia;f
21425;Basura, Juanillo;m
21426;Carambolas, Manolo;m
21427;Cruz, Curro;m
21428;Lobo, Mamem;f
21429;Temboury, Pedro;m
21430;Tienda, Mavi;f
21431;Houlihan, Trae;f
21432;López, Gonzalo;
21433;Barrio, Remei;f
21434;Bentz, Enric;m
21435;Cabo, Juan;m
21436;Maximiliano, Conde;m
21437;Moles, J.M.;
21438;Navalón, Ramón;
21439;Rojas, Assumpta;f
21440;Boulting, Laurence;
21441;Fox, Mike;
21442;Ibarbia, Martín;
21443;Irizar, Eusebio;
21444;Mackay, Alan;
21445;Williams, Adrian;
21446;Calderón, Joaquín;m
21447;Cano, Paola;f
21448;Elizalde, Domingo;m
21449;Jaso, Beatriz;f
21450;Litago, José Miguel;m
21451;Marticorena, Paloma;f
21452;Rekalde, Zuriñe;m
21453;Rodríguez, Isabel;f
21454;Sánchez, Daniel;m
21455;Txasco, Amparo;f
21456;Yarnoz, Ángel;m
21457;Plaza, Begonya;f
21458;Plaza, Jesus;m
21459;Salegui, Mario;m
21460;Tucker, Jack;m
21461;Perelló, Francisco;
21462;Santamaría, José;m
21463;Adam, Peter R.;m
21464;Alberdi, Agustí;
21465;Alegre, Juan Carlos;m
21466;Arribas, Juan;
21467;Bubenheim, Alexander;
21468;Chias, Elena;
21469;Grokenberger, Otto;
21470;Herrero, Fermí;m
21471;Marcé, Roser;f
21472;Martínez, Roger;
21473;Martínez, Toni;m
21474;Mortensen, Viggo;m
21475;Paz, Joaquín;
21476;Ramos, Pilar;
21477;Roger, Jorge;
21478;Ros, Montse;
21479;Vilella, Conchita;
21480;Briganti, Elisa;f
21481;Carnimeo, Giuliano;m
21482;Clayton, James;m
21483;Cunningham, Beryl;f
21484;Daddi, Virgilio;m
21485;Iannucci, Robert;m
21486;Marinucci, Luciana;
21487;Mioni, Riccardo;m
21488;Mioni, Sergio;m
21489;Monserrat, Garcia;m
21490;Orso, Anna;f
21491;Salamon, Franco Maria;m
21492;Starke, Pat;f
21493;Tagliavia, Adriano;
21494;Teti, Camillo;
21495;Aibéo, Ricardo;m
21496;Alpiarça, Pedro;m
21497;Bouvet, Jean-Christophe;m
21498;Collar, Luis;
21499;Coroado, Amândio;m
21500;Duque, Pedro;m
21501;Furtado, Joaquina;f
21502;Heitor, Fernando;m
21503;Humeau, Jean-Michel;m
21504;Louro, Ana;f
21505;Marques, Raquel;f
21506;Melo, Carlos;m
21507;OWallis, Katia;f
21508;Pacheco, Luisa;f
21509;Relvas, Francisco;m
21510;Sapinho, Joaquim;m
21511;Só, Paula;f
21512;Viegas, Manuela;
21513;Younès, Mendy;
21514;Catalá, Ferran;m
21515;Comfort, Milanka;
21516;Duarte, Raúl;m
21517;Fiore Coltellacci, Giovanni;
21518;Hezel, Thomas;
21519;Ortega, Chick;m
21520;Rudolph, Lars;m
21521;Segura, Lucian;
21522;Semjevski, Nikolai;m
21523;Taghmaoui, Saïd;m
21524;Wenders, Wim;m
21525;Albisu, Miguel Ángel;m
21526;Iturri, Luis;m
21527;Acero, Johnny;m
21528;Acosta, Juana;f
21529;Andrade, Paché;m
21530;Arango, Luis Eduardo;m
21531;Arrieta, Germán;
21532;Atxuri, Diego;m
21533;Baez, Dave;m
21534;Bejarano, Antonio;m
21535;Bohórquez, Luis Fernando;m
21536;Caballero, Flavio;m
21537;Cabezas, Arianna;f
21538;Cabrera, Fausto;m
21539;Cabrera, Marianella;f
21540;Cabrera, Pilar;f
21541;Castillo, Henry;m
21542;Castro, Sain;m
21543;De Francisco, Gerardo;m
21544;Dorado, Humberto;m
21545;Dos Santos, Marcelo;m
21546;Díaz, Bruno;m
21547;Díaz, Fernando;m
21548;Díaz, María Lucía;f
21549;Forteza, Lorena;f
21550;García, Ruth;f
21551;González, Wilmer;m
21552;Guzmán, Andrea;f
21553;Guzmán, Sandra;f
21554;Gómez, Claudia;
21555;Hurtado, Carlos;m
21556;Jaramillo, Juan;m
21557;Jimeno, Ramón;
21558;Kehrle, Jim;m
21559;King, Herbert;m
21560;Lamboglia, Orlando;m
21561;Lazo, Mimí;f
21562;Lemaitre, Florina;f
21563;Lozano, Alina;f
21564;Mammolotti, Giovanni;
21565;Meneses, Ramiro;m
21566;Montero, Nicolás;m
21567;Montoya, Wendj;f
21568;Mora, César;m
21569;Munera, Luis Fernando;m
21570;Murillo, Miguel;m
21571;Odell, Ben;m
21572;Ortiz, Alfonso;m
21573;Pachón, Manuel;m
21574;Padilla, Gina;f
21575;Padilla, Lisa;f
21576;Peláez, Hernán;m
21577;Perea, Edgar;m
21578;Pimont, Claude;m
21579;Piñeres, Rebeca;
21580;Pérez, Adolfo;m
21581;Rico, Diana;f
21582;Roda, Pedro;m
21583;Rodríguez, Álvaro;m
21584;Román, Julián;m
21585;Sagarmínaga, Gonzalo;m
21586;Sender, Raúl J.;m
21587;Silvestri, Sandro;m
21588;Suárez, Rodrigo;m
21589;Tavera, Horacio;m
21590;Triana, Jorge Alí;m
21591;Vespini, Maura;
21592;Vinasco, William;m
21593;Vélez, Diego;m
21594;Zapata, Tomás;
21595;Álvarez, Javier M.;m
21596;Aames, Willie;m
21597;Agustí, Antonio;m
21598;Anderson, Melissa Sue;f
21599;Anglada, Fernando;
21600;Aparici, Raúl;m
21601;Arnau, Rodolfo;m
21602;Bahr, Joan;m
21603;Barba, Josep;m
21604;Bebar, Antonio;m
21605;Bruguera, Alex;
21606;Budde, Alejandro;m
21607;Carretero, Tato;m
21608;Casado, Diego;
21609;Climent, Luis Miguel;m
21610;Danti, Sergio;m
21611;Fernández Romero, Manuel;
21612;Galeano, Erik;m
21613;González, Juan Manuel;m
21614;Halling, Cristina;f
21615;Hemingway, Margaux;f
21616;Jaeckel, Richard;m
21617;Llovet, Joaquín;m
21618;Marfa Jr., Eduardo;m
21619;Mayne, Ana;
21620;Pahisa, Jorge;m
21621;Pavia, José;m
21622;Playa, Jordi;
21623;Richardson, Roland;m
21624;Riverola, Piluca;f
21625;Rus, Mark;m
21626;Sesé, Manuel;m
21627;Students of Fannys Dance School;m
21628;Suáñez, Víctor F.;m
21629;Torras, Jaume;m
21630;Torres, Roberto;m
21631;Uttley, Sue;f
21632;Van Cleef, Lee;m
21633;Viader, Antonio;
21634;Vila, Alberto;m
21635;West, Will;m
21636;de la Loma, Maricarmen;
21637;Alarcón, Carmen;f
21638;Bargalló, Elizabeth;f
21639;Blesa, Alberto;
21640;Bueno, Félix;
21641;Castro, Julio;
21642;Cubino, Jordi;m
21643;Domènech, Núria;f
21644;Estadella, Aleix;m
21645;Feito, José Luis;
21646;Garriga, Paco;m
21647;Gefaell, Pilar;f
21648;Martínez, Vicky;f
21649;Nacho;m
21650;Ricardo;
21651;Álvarez, Sonia;
21652;Almeida, Sebastián;
21653;Amor, Jay;m
21654;Bates, Russell;m
21655;Bergman, Harold;m
21656;Breckner, Dennis;m
21657;Davis, Jackie;m
21658;Decker, Lori;f
21659;Flynn, Ru;f
21660;Forchion, Raymond;m
21661;Goldstein, Herb;m
21662;Konski, Josi W.;f
21663;Mann, Frankie;m
21664;Pape, Mel;m
21665;Raymond, Betty;f
21666;Siebert, Steven;
21667;Thomas, Clarence;m
21668;Troples, Christine;f
21669;Tully, Tom;m
21670;Zebede, Happy;m
21671;Bogushevsky, Eduard;
21672;Dzhigarkhanyan, Armen;m
21673;Filippov, Roman;m
21674;Grammatikov, Vladimir;m
21675;Ilyichyov, Viktor;m
21676;Kokshenov, Mikhail;m
21677;Krachkovskaya, Natalya;f
21678;Lenkov, Aleksandr;m
21679;Medvedev, Yuri;m
21680;Nilskaya, Lyudmila;f
21681;Novikov, Boris;m
21682;Ovcharenko, Georgi;
21683;Pyatkov, Aleksandr;m
21684;Savostyanov, Vladimir;
21685;Simakov, Vsevolod;
21686;Zolotukhin, Valeriy;m
21687;Zubova, Tamara;
21688;Ramos, José Alberto;
21689;Antonio, José;m
21690;Arcilla, Roberto;m
21691;Aymerich, Javier;
21692;Azorín, Pedro;m
21693;Barba, María José;
21694;Bautista, Mauricio;m
21695;Chavarría, José Luis;m
21696;DBelloch, Olivier;m
21697;De Candia, Mario;m
21698;Espinosa, Cristina;f
21699;Figaredo, Elena;
21700;Julián, Demetrio;m
21701;Llamas, Luis;m
21702;Losán, Javier;m
21703;Luque, David;m
21704;Moraleda, Vicente;m
21705;Moreno, Bartolomé;m
21706;Ocón, Manuela;
21707;Palencia, David García;m
21708;Pellarini, Lorena;f
21709;Reche, José;m
21710;Salom, Stephane;m
21711;San Pascual, Chus;
21712;Santillana, Francisco Jesús;m
21713;Scattini, Luigi;
21714;Sistiaga, Ander;f
21715;Sklar, Eva;f
21716;Colom, Roger;m
21717;Huana, Javier;
21718;Aldecoa, Ignacio;
